Tag,Text
Negative,"Sickness,weakness,sympathetic এই টাইপের Ending System তো বাংলা নাটকে যথেষ্ট পুরনো System। শেষটা ডিফারেন্ট কিছু আশা করছিলাম।।।।।"
Negative,"সবাই নাটক টিকে woasome বলছে কিন্তু আমার কাছে মটেও awesome লাগেনি, মানুষ তো নাটক দেখে বিনদনের জন্য কিন্তু এই নাটক টিতে এমন কিছু ভাষা  use করা হয়েছে যেগুলো কোন ভাবেই বিনদনের মধ্যে পরে না! ঐ সব ভাষার মধ্যে নিউট সব্দ use করলেও কিছু সব্দ আছে যেগুলো নিউট সব্দ দিয়ে ডাকা যায় না! এই ধরনের নাটক কি পড়িবারের সাথে বসে দেখা যায়?"
Negative,শেষে ফালতু আবেগের চুদনটা না দিলে কি হইতো।
Negative,যেমন ভাবছিলাম তেমন হলো না। বড় ছেলে আর বোকের বাম পাসে ২ টা নাটক অনেক সুন্দর হইছে
Negative,নাটকের মানহীন গল্প উপস্থাপন করা হয়েছে!!! চ্যানেল কর্তৃপক্ষ উচিত সৃজনশীল পরিচালকদের  এবং নাট্যকার দের সুযোগ দেওয়া......
Negative,ভাইজান language ঠিক  করার দিকে নজর দিন । মানুষকে ভালো শব্দ চয়ন শিখান
Negative,পুরোনো মাল নতুন মোড়কে!!কোন নতুনত্ব নেই।টাইম লস
Negative,মাদারটোস্ট এর বাচ্চা এতো এড দিসোস কেন ! টিভিতেও শান্তি দেস না ইউটিউবেও দিবিনা ! মাদারটোস্ট !!
Negative,এই মোটা মহিলাকে কি অভিনয় থেকে বাদ দেওয়া যাইনা???অভিনয়ের অ  বোঝেনা।
Negative,নাটকের ভন্ডামী টা বাংলাদেশে বাস্তবে আছে।কিন্তু আমরাই তো অন্ধ। সত্য জানতে চাই না।
Negative,"যত সব ফাল্তু নাটক ,বাবার মতো বয়সের লোকরে তুই তুকার করে কথা বলে ,বাবা মায়ের আতরের সন্তান বাইরে আছে তাকে ঠকিয়ে কথা বলা এটা কেমন নাটক , নাটকের ডাইরেক্টরে আমি কাছে পেলে জুতা পেটা করতাম, শালা বোকাচোদা এটাই কি বাংলাদেশের সংস্কৃতি ‌।"
Negative,জটিল নাটক
Negative,পুরাই ফালতু
Negative,ফালতু একটা নাটক।
Negative,"বাল আমার।।। ফালতু স্টোরি, ফালতু মেকিং। এসব আজাইরা নাটকের জন্যই দিন দিন বাংলা নাটকের মান কমে যাচ্ছে।"
Negative,একদম বাজে নাটক
Negative,"আামাদের শরিয়ত পুর কিছু  ভন্ড পীর আছে  এবং মাজার আছে ভন্ড ডামি করে -"""
Negative,কলা বাবার অভিনয় ভালো হয় নাই
Negative,ভাবনা মালটা খাসা।
Negative,খুব-ই বাজে একটা নাটক...নাটকে কাহিনী...নাটকের স্ক্রীপ্টগুলোও বাজে...শুধুশুধু সময়টা নষ্ট হলো...
Negative,শেষ টা ক্লিয়ার করে দেখানো হলো না কেন? সব নষ্ট করেছে ফিনিংএ।  কিছুই বোঝা গেলনা।
Negative,"হা হা হা,নাটকের আগা মাথা কিছুই বুঝলাম না,just fraud  drama"
Negative,মানুষ আসলে পরিজিজের সিকার হয়ে কনেক সময় এমেন মিথ্যা কথা বলে
Negative,খুব একটা ভাল লাগেনি।।
Negative,আজব নাটক দেখলাম এইটা। এই নাটকের পরিচালক এমন করলো কেনো
Negative,"এই টা কি একটা নাটক হল,বাসা বাড়া নিয়ে নাটক শেষ। একটু ভাল লাগে না"
Negative,লাষ্ট দিয়া কিছু বুজি নাই।
Negative,ফালতু নাটক
Negative,ফালতু নাটক একটা।
Negative,"মিথিলা  তুমি এটা কি হয়েছো বডি জেই অবস্তা  একডম পচা লাগে,,,,"
Negative,video quality টা ভালো না
Negative,পাল্লতু নাটক সারারাত   মিনিট  নষ্ট করলাম
Negative,এত ফাল্তু নাটক।
Negative,"নাহ,তেমন একটা ভালো না,শুধু অপর্বর নাটক দেইকা দেখছি।"
Negative,বাজে একটা নাটক শুধু শুধু সময় নষ্ট
Negative,ফালতু নাটক
Negative,ফালতু নাটক
Negative,ফালতু নাটক
Negative,এত ফাল্তু নাটক দেখিনি
Negative,"জঘন্য নাটকের চেয়েও জঘন্য আর ইন্ডিংটাতো লিমিটলেস বাজে হইছে  CMV DRAMA  একটা ক্লাস বজায় রেখে নাটক বানান অবশ্যই বাহবা পাবেন,এইসব ফালতু নাটক বানিয়ে নিজেদের মর্যাদা ক্ষুণ্ণ করবেন না আশা রাখছি ।"
Negative,"আগে দেখতাম ভালোবাসার জন্য পাগল হয়ে থাকতো ছেলেরা, এখন দেখি ভালোবাসার জন্য পাগল মেয়েরা,, সব শেষ,, কি আজব দেশ বাংলাদেশ।"
Negative,"অতিরিক্ত কোনো কিছুই গ্রহণযোগ্য না। মেজাজ খারাপ হইয়া যায়। প্রত্যেকটা মানুষের ব্যাক্তিগত* বলতে একটা কথা আছে। সেটা যখন অমূল্য হয়ে যায়, তখন নিজেকেই মূল্যহীন  লাগে। ফালতু প্রেমের গল্প।তবে, শাওন ভাই ও তাসনুভা আপু আমার খুব প্রিয় ।"
Negative,রিয়াজ ভাইএর নাটক অনেক ভাল লাগে কিন্তু এমন একটা ফালতু গল্পে অভিনয় করাটা আমার মতে ঠিক হয়নি। যে মেয়ে তাকে ছেড়ে চলে গেছে আবার সেই মেয়ের সাথে বিবাহর পর মেলামেশা  তাকে তো গেননার চোখে দেখা দরকার। এই সব নাটক দেখলে সমাজে  আরো  অবৈধ প্রেম বেড়ে যাবে
Negative,"পরিচালক মহাশয়ের আরেকটু সর্তক হাওয়া প্রয়োজন, অভিনেতা রিয়াজ আহাম্মেদ (অমিত) যখন তার নিজের দূরাভাষ যন্ত্র থেকে তার স্ত্রীর চরিত্রায়ন করা অভিনেত্রী পারসা ইভানাকে (চরিত্রের নামও ইভানা) দূরাভাষ বার্তা পাঠাচ্ছেন, তিনি লিখলেন ""khobar valo hoyese"" অর্থাৎ ""খোবার ভালো হয়েসে""।যখন তাঁর স্ত্রীর দূরাভাষ যন্ত্রে বার্তাটি ফুটে উঠলো, অদ্ভুত ভাবে সেই বার্তাটি হলে গেল, ""khaber vhalo hoyche"" অর্থাৎ ""খাবের বভালো হয়েচে""।তিনটি শব্দের বানানই কি অদ্ভুত ভাবে বদলে গেল, khobar হয়ে গেল khaber (""খোবার"" হয়ে গেল ""খাবের"")valo হয়ে গেল vhalo (""ভালো"" হয়ে গেল ""বভালো"")hoyese হয়ে গেল hoyche (""হয়েসে"" হয়ে গেল ""হয়েচে"")যা বার্তা প্রেরক বার্তা পাঠালে বার্তা প্রাপকের কাছে পৌঁছনোর আগে যেন নিজে নিজে বদলে গেল, যা হাওয়া কোন স্বাভাবিক বুদ্ধিতে সম্ভব নয়।আমরা বিলক্ষণ জানি যে বিভিন্ন দৃশ্য বিভিন্ন দিনে ক্যামেরা বন্দি করা হয়, এবং সেই ক্ষেত্রে নিশ্চই বার্তাটি স্ত্রীর দূরাভাষ যন্ত্রে পরিচালকের দলের অন্য কেউ পাঠিয়ে থাকবেন, কিন্তু এই ধরণের ছেলেমানুষী ভ্রান্তিগুলো অত্যন্ত হাস্যকর এবং দৃষ্টিকটু। এইটা কিন্তু শুধুমাত্র মনোযোগের অভাবে ""ধারাবাহিকতার"" (বা continuity)র অভাব হয়ে গেল, যা সাধারণত সহপরিচালকদের একেবারে যত্ন করে ক্রমিকসংখ্যা অনুযায়ী তাঁদের খাতায় লিপিবদ্ধ করে রাখার কথা, যেটা তাঁরা যত্ন সহকারে করেননি।আশা করি পরিচালক মহাশয় আমার পর্যবেক্ষণটি নেতিবাচক সমালোচনা মনে না করে, ইতিবাচক হিসাবেই গণ্য করবেন।"
Negative,"Nisho আগে ভালো ছিল, এখন শুধু মাখামাখি Type Scene গুলো দেয় নাটক গুলো তে, ভালো লাগে না, আর এখন এসব ফালতু নাটক গুলোর Dialog এবং গল্প কোনটাই ভালো না, জঘন্য অবস্থা, কিছু কিছু ভালো নাটক ছাড়া এখন সব ই জঘন্য"
Negative,"যথেষ্ট রকম ফালতু হইছে,সময় নষ্ট!ন্যাচারাল অভিনয় বলতে কিচ্ছু নাই,সাইড ক্যারেক্টার একেকটার অবস্হা আরো ভয়াবহ,এক্সপ্রেশন একজনের ও ঠিক ছিলো নাহ্, without (শ.ফারিয়া)!সংলাপ ও ঠিক মতো delivered kortey parchilo nah!যেহেতু অনেকেই কাচ্চি লাভার তাই নাটকটির প্রতি সবার expectation টা ও অনেক বেশি ছিলো,স্বাভাবিকভাবেই অনেক কিছু যুক্ত করা যেতো!  Hope for best next time!"
Negative,"প্রেম করলেই স্বামী স্ত্রী হওয়া যায়না–একজন পল্টি মারলে বুঝবেন।.শালী কখনো বোন হতে পারে না–আড়ালে একা থাকলে বুঝবেন।.দেবর কখনো ভাই হতে পারে না--একটু চান্স দিলেই বুঝবেন।.কাজিন কখনো আপনার মায়ের সন্তান হতে পারে না–হাতে হাত রাখলে বুঝবেন।.বিপরীত লিংগের ফ্রেন্ড কখনো হালাল হয় না–চোখ কান খোলা রাখলে বুঝবেন।.ধর্মের ভাই-বোন,মা-বাপ বলতে কিছু নাই–স্বার্থের পরীক্ষায় পড়লে বুঝবেন।.টাকা কখনও সুখ আনেনা!টাকাওয়ালা হলে বুঝবেন!.মা-বাবার মতো আপন কেউ হয় না!মা-বাবা হারালে বুঝবেন!.স্বামীর চেয়ে বয়ফ্রেন্ড,স্ত্রীর চেয়ে গার্লফ্রেন্ড উত্তম হয় না!সংসার ভাঙ্গলে বুঝবেন!.দুনিয়ার সম্পদের বড়াই পরিনতি জাহান্নাম!মরলে বুঝবেন!এগুলো শুধুমাত্র শয়তানের কৌশল ব্যাতিত কিছুই না"
Negative,"মেয়েরা এমনিতেই অহংকারী হয় আর অহংকারের মতো কোন কিছু তাদের মাঝে থাকলে তারা Extra অহংকারী হয়। তাই হয়তো সাইন্সের মেয়েরা অহংকারী হয়।অপরদিকে সাইন্সের ছেলেরা অনেক বিনয়ী, নিরহঙ্কারী আর Extra talented হয় তাই নাটকে দেখানো হয়েছে।"
Negative,"গল্পের স্ক্রিপ্ট ভালই..ছাত্রীর চরিত্রটার অভিনয় খুবই বিরক্তিকর, নেয়ার মত না.. সেই সাথে ছাত্রীর বাপ, আর বন্ধুর চরিত্রটাও বাজে.. আর ঢাবি-বুয়েট ক্যাম্পাস যদি দেখাত আরো ভাল লাগত"
Negative,"স্টোরিটা ভাল লাগছে কিন্তু কিছু সিন ভাল লাগলো না #আরফান ভাইয়ের নাটক এমনিতেই ভাল লাগে , অশ্লিল সিন গুলো দেয়ার কোনো প্রয়োজন ছিলো না । আশা করি বুঝতে পারছেন কী বলতে চাইছি । আমি সহ আরো অনেক #আরফান ভাইয়ের ফ্যানের কাছে এটা ভাল লাগলো না । আশা করি এমন কিছু সামনে আর দেখতো পাবো না । একটা কথা বাংলা সিনেমার চেয়ে বাংলাদেশি নাটক অনেক প্রিয় বাংলার মানুষের কাছে । আমি #আরফান ভাইয়ের একটা ছোট্ট ফ্যান হিসেবে এই কথা গুলো বললাম যদি কিছু ভুল বলে থাকি ক্ষমার চোখে দেখবেন ।"
Negative,"এতো সুন্দর নাটকে ডিসলাইক দিলাম।কারণ একটাই- প্রপোজ করলো নিশোই আগে, ব্রেক আপও করলো নিশো নিজেই, অথচ সব কিছুই ঠিকঠাক করলো তিশা। প্রেমের টানটাও তিশার বেশিই দেখানো হয়েছে।কিন্তু নিশো তো কিছুই করলো না।হতাশ হয়েছি এইজন্য।দুজনের একে অপরের প্রতি আসক্তি টা সমান হওয়া উচিৎ ছিলো- যেটা ফুটে উঠেনি।ভেরি স্যাড।"
Negative,"বিদেশে গিয়া অশ্লিলতাকে পূঁজি করে নাটক বানায়ছে, ছিঃ ছিঃ আফরান নিশো…ফেবারিট ছিলে মনে সংশয় ঢুকিয়ে দিলে ,ভাল করনি, বছরকে বছর যে পরিশ্রম করে এই অবস্থানে এসেছো তোমার পতনের জন্য এমন একটা ন্যাংটা মার্কা নাটকই যথেষ্ট"
Negative,"ইদানীং বাংলা নাটকের মান ক্রমশ নিম্নতর হয়েযাচ্ছে। নাটকের তেমন কোন স্টোরি কিংবা ভালোক্রিপ্ট কিছুই নেই। পরিচালরা কিছু সস্তা কমেডিসিন আর লুতুপুতু মার্কা প্রেম কাহিনী দেখিয়েদর্শকদের গেলানোর চেষ্টা করছেন। আর আশ্চর্যজনকব্যাপার হলো ইউটিউবে তা মিলিয়ন মিনিয়ন ভিউওহয়ে যায়। এ সব নাটকের মূল প্লট থাকে শহরে কোনভাবে দুইজন যুবক যুবতীর দেখা অতপর কিছু ঘুরাফিরাএদিকওদিক করে প্রেম পর্যন্ত গড়ানো। শেষে হয় কিমেয়ের ফ্যামিলি মেনে নেয় না কিংবা অন্যত্রেবিয়ে ঠিক এসব। নির্মাতারাও সার্থক কারন তারাএসব গিলিয়ে লভ্যাংশ উঠিয়ে নিচ্ছে। আর নাটকেরকাস্টিংও হয়ে গেছে জঘন্য। ঘুরে ফিরে এই ৪ জনঅভিনেতা (অপুর্ব,আফরান নিশো, জোভান, তৌসিফ)আর ৪ জন অভিনেত্রী (মেহজাবিন, তানজিন তিশা,সাবিলা নূর, সাফা কবির) এদের ছাড়া আর কাউকেদেখাই যায় না। মাত্রারিক্ত কাজ দেখলেবিরক্তিকর লাগে। অপুর্বের বড় ছেলে নাটক হিটহওয়ার পর পরিচালকরা তাকে দিয়ে সেই বেকারযুবক আর মেহজাবিনকে দিয়ে কান্নার রোলগুলোসারিয়ে নেয়। অন্যদিনে জোভান, তৌসিফেরএকঘেয়ে মার্কা এক্টিং তো আছেই। আফরান নিশোএকজন ভালো অভিনেতা কিন্তু তার অভিনীতনাটকগুলো মানহীন হয়ে যাচ্ছে। বিশেষ করে দুইএকটা কমেডি সিন ঢেলে দিয়ে নাটক বানিয়েফেলছে। যেমন একটা রেস্টুরেন্ট এর কমেডি সিনেহয়ে যাচ্ছে X Girlfriend, X Boyfriend আবার এবার ইদেহাজির হচ্ছে X Wife নিয়ে। অভিনেত্রী বলতে গেলেতানজিন তিশা আর সাফা কবিরকে নিয়ে কিচ্ছুবলার নেই। সাবিলা নূর ইদানীং ন্যাকামো থেকেএকটু বেরিয়ে আসছে। যাই হোক পরিচালকরা কি নতুনকাওকে সুযোগ দিতে পারে না? নাকি এই ৮ জনেরবাইরে কারো অভিনয় যোগ্যতা নেই?"
Negative,"যারা ওড়না নিয়ে এত অস্থির হচ্ছেন তাদের উদ্দ্যেশ্যে দুটি কথা, এত কিছু থাকতে মেয়েটার বুকের দিকে চোখ যায় কেন.? নিজেদের মানষিকতা আর দৃষ্টিভংগী বদলান । আর তা না করতে পারলে দুইটা বোরখা একসাথে পরলেও আপনাদের ওই দিকেই চোখ যাবে।এত সুন্দর একটা নাটক থেকেও অশ্লীলতা না দেখে পজেটিভ দিক গুলোই শেখার চেষ্টা করুন। ভুল হলে মাফ করবেন।"
Negative,"বাইরে মেয়েছেলে কি করে বলতে গেলে মা বাবা তা জানেইনা..যখন বিশাল প্রব্লেম হয় তখন গিয়ে মা বাব জানে,,আসলে ছেলেমেয়ে  খারাপ পথে যাওয়ার পিছনে মা বাবাই বেশী দায়ী.. প্রতিটি ছেলেমেয়ের প্রতি মা বাবার ভাল খেয়াল রাখা উচিৎ.।আমাদের ইসলাম প্রতিটি বেপারে খুব সুন্দর পথ দেখিয়েছেন আমাদের যে পথে শুধু কল্যাণ..আমরা মানতে পারিনা বলে আজজ হাজারো সমস্যা আমাদের চারিদিকে..।পরিচালক অনেক কিছুই তুলতে চেয়েও ভাল করে তুলতে পারেনি আমার ধারণা..।"
Negative,আসসালামু আলাইকুম..কন্সেপ্ট ভালো ছিলো..ইসলামকে রিপ্রেজেন্ট করা..তবে শুনতে খারাপ শুনা গেলেও এটা সত্য ইসলাম এতো সহজ বিষয় না..এখানে পর্দার উদ্দেশ্যে হিযাব পরিয়ে থাকলে বলতে চাই পর্দা মানে নিজের চুল কভার করা না..নিজেকেই আড়াল করে রাখা..নিজেকে সংরক্ষিত রাখা..হ্যাঁ ইসলামে এটাকেই পর্দা বলে এই নাটকের নায়িকা চরিত্রের এটা কে পর্দা বললে পর্দার অসম্মান আর ইসলামকে ভুলভাবে সবার সামনে উপস্থাপন করা ছাড়া আর কিছুই হবে না..একে তো ওড়না ঠিক নেই তারপর আবার এত্ত ডার্ক কাজল!!!...এটাই কি পর্দা??..ইসলাম কি এটাই শিখিয়েছে আমাদের???..
Negative,নাটকে সব কিছু ঠিক আছে..কিন্তু নাটকের নাইকা কে নিয়ে প্রশ্ন..হিজাব তো ঠিকিই পরেছে..পর্দা ও করেছে..কিন্তু যেটা যেখান কার জিনিস সেখানে নাই..আজ আমাদের সমাজে এতো ধ্বর্ষণ /অশান্তি কেন জানেন..আপনাদের মতো কিছু নির্মাতার জন্য..আজকে নারী সমাজ আপনাদের দেখে শিখছে..নাটক/সিনেমায় যেমন পোষাক ব্যবহার করতেছে..বাস্তবে সেটা করতে গিয়ে প্রতি নিয়ত নারী হচ্ছে অপমানিত..হচ্ছে ধ্বর্ষণ..আর দোস দেন পুরুষ মানুষে..আজ আপনাদের জন্য নারীদের এমন অবস্থা..
Negative,"হিজাবও পরবা নামাজও পডবা তজবিও জপবা সাথে অবৈধ প্রেমও চালিয়ে যাবা আহা কি সুন্দর,  মনে রেখো মুসল্মান পাপকে পাপ না মনে করাও একটা পাপ।"
Negative,"বরাবরই আপনার নাটক মানে আপনাকেই ভালোলাগে,,আপনার নাটক দেখলে অনেক হাসি পায়,এই কোলাহল ময় ভিবিন্ন ধরনের কষ্টের মাজে একটু হাসতে পারাটা অনেক পাওয়া,আপনার এই নাটকটি দেখে চোখের কোনে জল চলে আসলো তার পরেও আনন্দ আর ভালোলাগা পেয়েছি,অনেক সময় হেরে গিয়েও জেতা যায়,আপনার এই নাটকটা সেই ধরনের,কষ্টের মাজেও সুখ পেয়েছি।।।"
Negative,"খুব বাজে, অপ্রয়োজনীয় ইমোশোনাল ব্লাকমেইল। আমরা সম্ভবত আরেকটা মোশয়াররফ করীম পেতে যাচ্ছি যার The end হবে বিরক্তি দিয়ে। নিশো ভাই, অনুরোধে ঢেকি গেলা বন্ধ করুন, কাজ কমিয়ে দেন। শুভকামনা ও ভালোবাসা।"
Negative,আমাদের দেশের নাটক কি নাই যেমন মিউজিক তেমন বিনোদন তেমনি আপ সেট আমাদের দেশে কিছু কথিত  পন্ডিত আছে যারা নাকি সর্বদা বলে ইন্ডিয়া টিভি সিরিয়ালের সাথে বাংলাদেশের টিভি নাটক গুলা পাল্লা দিতে আমি তো মনে করি ইন্ডিয়ার নাটক এর চাইতে বাংলাদেশের নাটক অনেক মজার অন্ততপক্ষে আলগামি চুর্চ কামিইনাই আমাদের সেই সকল পণ্ডিতদের কে দেখলে যা রাগ উঠে গ্রামীণ ভাষায় নাটক করলে বলে ও শুদ্ধ ভাষায় কথা বলতে  সিম্পল ভাবে নাটক করলে বলে মা বাবার কারেক্টর নাই ভাই বোনের কারেক্টার নাই বাংলাদেশে একাত্তরের যুদ্ধে বীর বুদ্ধিজীবী মারা গেছে কই সময় যে কটা আলগা বুদ্ধিজীবী রইছে সেগুলো নাটক এর পিছনে লাগছে বিভিন্ন সময় তাদের টকশো শুনলে আলোচনা শুনলে মন চায় কাঁচামরিচ চোখে ডইলাদেই
Negative,তিশা আপু গালাগালি টা ত ভালো পারেন।মজা পেলাম।আপনার মুখ থেকে গালিগুলো শুনতে ভালো লাগে।আর আমরা গালাগালি করলে বাজে লাগে।
Negative,এক্স বয়ফ্রেন্ড টু চাই।শালির ঘরের শালি টা বেস্ট ছিল।মেয়েরা শত ভুল করে Just একবার Sorry বললেই সব ঠিক আর ছেলেরা একবার ভুল করে শত Sorry বললেও কিছুই ঠিক হয়না।
Negative,এখানে মেয়েটা যেটা করছে সেটা ভালবাসানা ! হ্যারেসমেন্ট যখন যা ইচ্ছা বলে গেছে ছেলেটাকে এবং পরে যখন দেখলো ছেলেটার মাঝে পরিবর্তন তখন সে আবার লোভে পড়ে গেছে এটাকে ভালবাসা বলে ???? ভালবাসার গুষ্টি চুদি
Negative,আর নাটকের লেখক কে লাভ লাভ লাভ আর বসকে কি বলব সে তো কোন তুলনা নেই না দেখলে কেন যেন মনটা আনচান আনচান করে আমার নাটক জগতের সেরা হিরো আরফান নিশো নাটকটি আমার জীবনের সাথে অধিকাংশ মিলে গেছে কিন্তু পাওয়াটা আমি নিজেই গ্রহণ করে নেই নি ব্রেকআপ নিজ থেকেই দেয়া হয়েছে তার কান্ড কারখানা দেখে এবং সে নিজেই আসতে চেয়েছিল কিন্তু কারা না হয়নি কারণ বয়স মাত্র  বর্তমানে রানিং অভদ্র অশ্লীল মেয়েদের কাছ থেকে ভালোবাসা নয় তাদের কাছ থেকে দূরে থাকাই মনে করি বেটার লোভ-লালসা একটা পেয়ারা সারাদিন প্যারা দিয়ে থাকে এখন মনে হয় যে আকাশে ওড়ে বাতাসে উড়াই নিজেকে নিজে একটুও ও রাতে চেষ্টা করে আরো ওরি
Negative,"ফাইজলামির একটা লিমিট থাকে ।।  কীভাবে বাংলাদেশ এর মতন এক দেশে এভাবে পবিত্র একটা নামের সাথে কুকুরের নাম দেওয়া হয়।। ঘৃণা হয় এসব থার্ড ক্লাস পরিচালক এবং অভিনেতাদের উপর।। ""ফাহিম"" - এই নামের অর্থ হচ্ছে ""বুদ্ধিমান""যে বা যারা এই নামটি কুকুরের সাথে ব্যাভার করে এই নাটক টি বানিয়েছে তারা নেহাত কুকুরের চেয়ে কম না।।  অস্বাস্থ্যকর মন মানসিকতা যাদের তারাই এমন কাজ করতে পারে।। নাম বিকৃতিকারীরা কখনোই জান্নাতে প্রবেশ করবে না।।  তাদের আমি আহবান করব এরকম মন মানসিকতা নিয়ে ইন্ড্রাস্টিতে টিকতে পারবেন না।।। তাই,  মাথায় ভালো কিছু থাকলে অবশয়্যই সেটার প্রতিই নজর দিবেন"
Negative,"লেখাটা অভিনেতা শামীম সাহেবের জন্য,-----------শামীম সাহেব, জানি না লেখাটা আপনার নজরে আসবে কিনা, তবুও এখানেই লিখছি। .অনেক দিন আগে আপনি একটা ডবল মিনিং এবং ফালতু একটা ওয়েব সিরিজ করেছিলেন। তখন সবাই আপনার খুব সমালোচনা করেছিলো। এত সমালোচনা হয়ে ছিলো যে আপনি শেষে লজ্জা পেয়ে ফেসবুক লাইভে বলেছিলেন এবং কথা দিয়েছিলেন যে আপনি আর এরকম ধরনের নাটক আর করবেন না। এরপর আপনি বেশ কিছু ভালো নাটক উপহার দিয়েছেন এবং এখনও দিয়ে যাচ্ছেন। আলাদা করে ফ্যামিলি ক্রাইসিস ও ব্যাচেলর পয়েন্ট নাটকের কথা বলাই যায়। তবে আপনি কিন্তু এখন আর আপনার কথা রাখছেন না। আবার মানহীন, জঘন্য, অশ্লীল, ফালতু নাটকগুলো করা শুরু করেছেন। যেমন এই বাবার গার্লফ্রেন্ড নাটকটা। এই নাটকটা জঘন্য একটা নাটক হয়েছে। একটা সময়ে আমাদের বাংলা সিনেমা একটা অশ্লীল সময় পার করেছে। সেই অশ্লীল সময়ের অভিনেতারা ছিলেন আলেক্সান্ডার বো, ময়ূরী, পলি এবং আরো অনেকে। অশ্লীল সময়ের সিনেমার নায়ক নায়িকা বলতে মানুষ উনাদেরকে আগে চিনে। ঠিক তেমনি বাংলা নাটক এখন একটা অস্থির মানহীন সময় পার করতেছে। এমনটা যেন না হয় যে মানহীন সময়ের নাটকের অভিনেতা বলতে প্রথমেই আপনার নামটা চলে আসে। আপনার একজন শুভাকাঙ্ক্ষী হিসেবে ব্যাপারটা যেমন আপনার জন্য বিব্রতকর কর, ঠিক তেমনিভাবে আমাদের জন্যও খুব কষ্টের। আশা করি ভবিষ্যতে এরকম মানহীন নাটকে আপনাকে আর পাওয়া যাবে না। ভালো থাকবেন।+++++++++++++++++++++++ডিয়ার পরিচালক / ইয়ামিন ইলান, থাপ্পড় মেরে আপনার গালের ৩২টা দাঁত ফেলে দেয়া উচিৎ। বিঃদ্রঃ স্যরি, এর থেকে ভালো করে আপনাকে আর কিছু বলতে পারলাম না।"
Negative,খুব বাঝে তবে বাবার বিয়ে নাটক টা জোস ছিলো এটা খুব বাজে।সরি নাটক প্রছন্দ হয়নি ডিরেক্টর ভালো নাটক উপহার দিতে পারেন নি আমাদের মাঝে. লাইক দিতে পারলাম না ডিসলাইক দিলাম।
Negative,"পুরাই ফালতু নাটক । এই রকম মুসলিম প্রধান দেশে এই রকম অশ্লীল নাটক আশা করা যায়না । বাংলা নাটকের  একটা আলাদা সুনাম আছে যা স্বপরিবার নিয়ে দেখা যায় । কিন্তু দুঃখের বিষয় হচ্ছে এখন কিছু ফালতু , অশিক্ষিত, কুরূচীপূর্ন লোকর আবির্ভাবে এই সুনাম টা ক্ষুন্ন হ চ্ছে ।"
Negative,"এই শালা মোশারফ করিম আর কত ফাউল নাটক করবে!!! আগে করছিলো সিকান্দার বক্স. এখন দেখি এই খোর, সেই খোর. কয়েকদিন পর হয়তো দেখবো.. সেই মাগী খোর. এত বছর অভিনয় করার পর ও যদি বুঝতে না পারে কোনটা ভালো স্ক্রিপ্ট আর কোনটা ফাউল তাইলে অভিজ্ঞতার দামটা রইলো কই!!!নাটকটার রচয়িতা আশরাফুল চনচলরে পাইলে পুটকিতে বাশের কঞ্চি দিয়া ট্রস ট্রস করে বাড়ি দিতাম এই কারনে, এই রকম বালের কাহিনী মাথাই আসলো কি করে ওর!!!"
Negative,ফালতু নাটক।তার মত একজন ভাল অভিনেতা এমন ফালতু নাটক করে কিভাবে। স্ক্রিপ্ট কি দেখে নাটক করে না??ছি!
Negative,আমাদের দেশে মানুষগুলোর সমস্যা হচ্ছে যখন যাকে ধরে তাঁকে নিয়ে নাচা নাচি করে ।এক সময় সবাই মোশাররফ করিম পাগল ছিল । এখন হইছে অপূর্ব নিশো পাগল ।তাই এটা ভালো লাগে না। মোশাররফ করিম অভিনয় পাল্টায় নাই ।মানুষের মন মানসিকতা পাল্টাইছে ।
Negative,"আগামাথা কিছু নাই গল্পের।পুরাই ভাড়ামু ছাড়া আর কিছুইনা।আগের সেই মোশাররফ করিমটা নষ্ট হয়ে গেছে। কোয়ান্টিটির বাড়ার  সাথে সাথে কোয়ালিটি কমে গ্যাছে।এটাই স্বাভাবিক।  উনার উচিত যথাযথ সময় দিয়ে ভাল মানের নাটকে অভিনয় করা। টাকা তো অনেক কামিয়েছে,  কি লাভ সামান্য কিছু টাকার জন্য আজাইরা গল্পের নাটকে কাজ করে রেপুটেশন নষ্ট করার।খুব খারাপ  লাগে মোশাররফ করিমের বর্তমানের নাটক গুলা দেখলে আফসুস ও লাগে।আগে কত অসাধারণ সব নাটক উপহার দিত। এখনকার মোশাররফ করিমকে সত্যি অপরিচিত মনে হয়।আগেরকার সেই মোশাররফ করিমের ছিটেফোঁটাও এখন খোঁজে পাইনা তার মাঝে।আশা করি শুভ বুদ্ধি উদয় হবে, দর্শক শ্রোতাদের বঞ্চিত করবেনা সামনের দিনগুলিতে"
Negative,এ ধরনের অভিনয় আপনারা আর করবেন না। এটা থেকে  সুশিক্ষার চেয়ে বরং কুশিক্ষায় গ্রহণ করবে মানুষ। এটা পরকীয়া প্রেম পরিহারের চেয়ে  পরকীয়া করতে আরও উৎসাহিত করবে বলে আমার মনে হয়।
